"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1999",5.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1999",119.8,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1998",121.7,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1998",5.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1998",116.3,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1997",117.7,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1997",6.2,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1997",111.5,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1996",115.8,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1996",6.1,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1996",109.7,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1995",109.9,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1995",5.1,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1995",104.8,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1994",105.5,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1994",5.6,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1994",99.9,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1993",95.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1993",5.3,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1993",90.1,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1992",96.1,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1992",6,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1992",90.1,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1991",101.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1991",5.6,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1991",95.8,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1990",105.2,,,,"Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1990",6.6,,,,"Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1990",98.6,,,,"Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2023",217.323,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2023",2.755,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2023",214.568,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2022",210.73,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2022",3.193,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2022",207.537,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2021",212.382,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2021",2.986,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2021",209.396,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2020",216.886,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2020",2.899,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2020",213.987,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",221.711,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",4.331,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",217.379,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2018",201.743,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2018",2.14,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2018",199.603,,,,"Repository: ILO-STATISTICS - Micro data processing"
